SEQ_AUTO_INFRACAO;QUANTIDADE;UNIDADE;TIPO;GRUPO;NOME_POPULAR;NOME_CIENTIFICO;CITES;DESCRICAO;CARACTERISTICA;SITUACAO;ULTIMA_ATUALIZACAO_RELATORIO
447058;80;;Pesca;Pescado;Surubim;Pseudoplatystoma corruscans;N;Carne;Morto;80 kg, surubim inteiro, morto;08/11/2022 19:00
445521;2;Unidade;Fauna;Mamífero;Paca;;N;Carne;Morto;02 indivíduos abatidos;08/11/2022 19:00
445521;1;Unidade;Fauna;Ave;Pato-do-mato;;N;Carne;Morto;01 indivíduo, abatida;08/11/2022 19:00
525209;60;kg (1.000 L);Pesca;Pescado;Tambaqui;;N;Carne;Morto;tAMANHO INFERIOR AO PERMITIDO;08/11/2022 19:00
924555;1;Unidade;Fauna;Mamífero;Caititu;Pecari tajacu;N;;Vivo;;08/11/2022 19:00
924555;1;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;N;;Vivo;;08/11/2022 19:00
924555;12;Unidade;Fauna;Mamífero;Cutia;Dasyprocta azarae;N;Carne;Vivo;animal vivo;08/11/2022 19:00
924576;1;Unidade;Fauna;Mamífero;Tamanduá-mirim;;N;Carne;Morto;;08/11/2022 19:00
1091572;1;;Fauna;Ave;Curió;;;;Vivo;;08/11/2022 19:00
1359982;1;;Fauna;Ave;Papa-capim;;N;;Vivo;;08/11/2022 19:00
1485171;16;;Fauna;Ave;;;;Partes;Vivo;;08/11/2022 19:00
1486957;1;Unidade;Fauna;Ave;;;;;Vivo;;08/11/2022 19:00
1486957;2;Unidade;Fauna;Ave;Azulão;;;;Vivo;;08/11/2022 19:00
1486957;3;Unidade;Fauna;Ave;Sabiá;;;;Vivo;;08/11/2022 19:00
1486957;2;;Fauna;Ave;Sanhaço-cinzento;;;;Vivo;;08/11/2022 19:00
1486957;3;Unidade;Fauna;Ave;Cabeça-de-ouro;;;;Vivo;;08/11/2022 19:00
1486957;4;Unidade;Fauna;Ave;Periquito;;;;Vivo;;08/11/2022 19:00
1018449;10;kg (1.000 L);Pesca;Pescado;Surubim;Pseudoplatystoma corruscans;N;Carne;Morto;;08/11/2022 19:00
1489004;1;Unidade;Fauna;Mamífero;Gato-maracajá;Leopardus wiedii;N;Pele;Morto;;08/11/2022 19:00
524528;15;kg (1.000 L);Pesca;Pescado;Pirarucu;;N;Carne;Morto;pescado proibido;08/11/2022 19:00
524528;20;kg (1.000 L);Pesca;Pescado;Tambaqui;;N;Carne;Morto;tAMANHO INFERIOR AO PERMITIDO;08/11/2022 19:00
1803369;1;Unidade;Fauna;Ave;Cancã;Cyanocorax cyanopogon;N;;Vivo;;08/11/2022 19:00
1803369;1;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1803369;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1803369;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1803369;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1803369;1;Unidade;Fauna;Ave;Chopim;Molothrus bonariensis;N;;Vivo;;08/11/2022 19:00
1803369;2;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1850258;23;m³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1814146;122;Unidade;Pesca;;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1806074;1;Unidade;Fauna;Ave;Bico-de-veludo;Schistochlamys ruficapillus;N;;Vivo;;08/11/2022 19:00
1806074;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1806074;4;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1806074;7;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1806074;2;Unidade;Fauna;Ave;Pintassilgo;Carduelis magellanicus;N;;Vivo;;08/11/2022 19:00
1806074;1;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;S;;Vivo;;08/11/2022 19:00
1806074;1;Unidade;Fauna;Ave;coleiro-do-peito-branco;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1806074;2;Unidade;Fauna;Ave;Sabiá-poca;Turdus amaurochalinus;N;;Vivo;;08/11/2022 19:00
1806074;7;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1806074;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1858786;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1858786;1;Unidade;Fauna;Ave;Tiê-sangue;Ramphocelus bresilius;N;;Vivo;;08/11/2022 19:00
1858786;6;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1858786;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1997111;15;kg (1.000 L);Pesca;Caranguejo;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1839363;36;Unidade;Pesca;;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1812161;5;Unidade;Fauna;Ave;Galo-de-briga;Gallus domesticus;N;;Vivo;;08/11/2022 19:00
1711795;9;M³;Flora;Madeira Serrada;;;;;Morta;;08/11/2022 19:00
1793924;2;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1793924;1;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1784864;1;Unidade;Fauna;Ave;Galo-de-briga;Gallus domesticus;N;;Vivo;;08/11/2022 19:00
1842642;1020;kg (1.000 L);Pesca;Pescado;Rape-pescador;Lophius gastrophysus;N;;Morto;;08/11/2022 19:00
1992817;27;Unidade;Fauna;Anfíbio;Aiacá;Podocnemis sextuberculata;S;;Vivo;;08/11/2022 19:00
1816136;13;m³;Flora;Tora;Sucupira;Diplotropis racemosa;N;;Morta;;08/11/2022 19:00
1816136;12;m³;Flora;Tora;Piranheira;Piranhea trifoliata;N;;Morta;;08/11/2022 19:00
1792952;2;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1792952;1;Unidade;Fauna;Ave;Jacaré-do-papo-amarelo;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1792952;2;Unidade;Fauna;Ave;African-burrowing-python;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1792952;1;Unidade;Fauna;Ave;Pilot-whales;Agelaius ruficapillus;N;;Vivo;;08/11/2022 19:00
1792952;2;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1724124;2;;Fauna;Ave;;Sporophila angolensis;N;;Vivo;;08/11/2022 19:00
1834646;;Unidade;Fauna;Ave;coleiro-do-peito-amarelo;Sporophila caerulescens hellmayri;N;;Vivo;;08/11/2022 19:00
1852887;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1854845;144;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1935551;2;Unidade;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1935551;3;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1935551;3;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1935551;3;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1935551;3;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1935551;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1858134;3;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1858134;3;Unidade;Fauna;;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1858134;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1858134;1;Unidade;Fauna;Ave;Tiziu;Volatinia jacarina;N;;Vivo;;08/11/2022 19:00
1858134;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1803400;1;Unidade;Fauna;Ave;Rolinha;Columbina talpacoti;N;;Vivo;;08/11/2022 19:00
1803400;3;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1714395;5;;Fauna;Ave;Moluccan-cockatoo;Sicalis flaveola;N;;Vivo;IBAMA 03/04 2,8 080236, IBAMA 03/04 2,8 041074, IBAMA OA 2,8 331192, IBAMA 03-04 2,8 040868, UM SEM ANILHA;08/11/2022 19:00
1714395;3;;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;"IBAMA 01-02 2=AL 2,8 0944; IBAMA 05/06 2,2 079471, 1 sem anilha";08/11/2022 19:00
1714395;2;;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;IBAMA 03/04 4,0 006352 E UM SEM ANILHA;08/11/2022 19:00
1918608;30.45;m³;Flora;Tora;Angelim-amargoso;Vataireopsis araroba;N;;Morta;;08/11/2022 19:00
1918608;15.71;m³;Flora;Tora;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1918608;15.05;m³;Flora;Madeira Serrada;Orelha-de-macaco;Enterolobium schomburgkii;N;;Morta;;08/11/2022 19:00
1918608;7.5;m³;Flora;Madeira Serrada;Quaruba;Vochysia eximia;N;;Morta;;08/11/2022 19:00
1918608;38.31;Alqueire Mineiro (48.400 m²);Flora;Madeira Serrada;Mirindiba;Terminalia  spp.;N;;Morta;;08/11/2022 19:00
1918608;12.97;m³;Flora;Madeira Serrada;Cupiúba;Goupia glabra;N;;Morta;;08/11/2022 19:00
1918608;2.97;m³;Flora;Madeira Serrada;Angelim;Dinizia excelsa;N;;Morta;;08/11/2022 19:00
1918608;.55;m³;Flora;Madeira Serrada;Angelim-amargoso;Vataireopsis speciosa;N;;Morta;;08/11/2022 19:00
1918608;25.28;m³;Flora;Madeira Serrada;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1918608;4.87;m³;Flora;Tora;Cedroarana;Cedrelinga catenaeformis;N;;Morta;;08/11/2022 19:00
1918608;12.94;m³;Flora;Tora;Angelim-pedra;Andira trifoliolata;N;;Morta;;08/11/2022 19:00
1918608;8.58;m³;Flora;Tora;Quaruba-rosa;Vochysia guianensis;N;;Morta;;08/11/2022 19:00
1918608;20.73;m³;Flora;Tora;Tatajuba;Bagassa guianensis;N;;Morta;;08/11/2022 19:00
1837697;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1837697;1;Unidade;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1837697;1;Unidade;Fauna;Ave;Coleiro-do-brejo;Sporophila collaris;N;;Vivo;;08/11/2022 19:00
1837697;1;Unidade;Fauna;Ave;Chorão;Sporophila leucoptera;N;;Vivo;;08/11/2022 19:00
1837697;2;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1837697;8;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1817156;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1817156;1;Unidade;Fauna;Ave;Pintassilgo;Carduelis magellanicus;N;;Vivo;;08/11/2022 19:00
1817156;3;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1817156;11;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1817156;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1817156;2;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1817156;3;Unidade;Fauna;Ave;Pichochó;Sporophila frontalis;S;;Vivo;;08/11/2022 19:00
1807224;1;Unidade;Fauna;Ave;Garibaldi;Agelaius ruficapillus;N;;Vivo;;08/11/2022 19:00
1807224;3;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1807224;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1807224;2;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1807224;1;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;S;;Vivo;;08/11/2022 19:00
1813409;5840;Unidade;Fauna;;Avoante;Zenaida auriculata;N;;Morto;;08/11/2022 19:00
1857978;30;kg (1.000 L);Pesca;Lagosta;Langosta-del-caribe;Panulirus argus;N;;Vivo;;08/11/2022 19:00
1792703;1;Unidade;Fauna;Ave;Melro;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1792703;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1792709;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1792713;1;Unidade;Fauna;Ave;Papa-capim;;N;;Vivo;;08/11/2022 19:00
1861118;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1861118;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1861118;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1861118;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1831271;3;Unidade;Fauna;Ave;Bicudo;;N;;Vivo;;08/11/2022 19:00
1831271;2;Unidade;Fauna;Ave;Melro;;N;;Vivo;;08/11/2022 19:00
1831271;1;Unidade;Fauna;Ave;Sofrê;;N;;Vivo;;08/11/2022 19:00
1831271;1;Unidade;Fauna;Ave;Papa-capim;;N;;Vivo;;08/11/2022 19:00
1831271;1;Unidade;Fauna;Ave;Coleirinho;;N;;Vivo;;08/11/2022 19:00
1831271;1;Unidade;Fauna;Ave;Sabiá-coleira;;N;;Vivo;;08/11/2022 19:00
1831271;5;Unidade;Fauna;Ave;Sabiá-laranjeira;;N;;Vivo;;08/11/2022 19:00
1831271;4;Unidade;Fauna;Ave;Curió;;N;;Vivo;;08/11/2022 19:00
1831271;4;Unidade;Fauna;Ave;Galo-da-campina;;N;;Vivo;;08/11/2022 19:00
1831271;9;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;;N;;Vivo;;08/11/2022 19:00
1820935;13260;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1917754;73;Unidade;Fauna;;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1817264;1;Unidade;Fauna;;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1841896;4840;m³;Flora;;Castanheiro-do-pará;Bertholletia excelsa;N;;Morta;;08/11/2022 19:00
1858132;2;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1858132;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1858132;2;Unidade;Fauna;Ave;Melro;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1800534;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1800534;4;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1837960;65;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;Carne;Morto;;08/11/2022 19:00
1846277;380;Unidade;Pesca;Caranguejo;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1837961;2;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;;Morto;;08/11/2022 19:00
1837950;3;Unidade;Fauna;;arribaçã;Zenaida auriculata noronha;N;;Morto;;08/11/2022 19:00
1809729;2;Unidade;Fauna;Ave;Tucano-toco;Ramphastos toco;N;;Vivo;;08/11/2022 19:00
1809729;2;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1831831;1359;M³;Fauna;;;;N;;Vivo;;08/11/2022 19:00
1962353;7;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1962353;5;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1962353;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1962353;6;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1962353;1;Unidade;Fauna;Ave;Sabiá-da-mata;Turdus fumigatus;N;;Vivo;;08/11/2022 19:00
1859715;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1852847;1;Unidade;Fauna;;Cigarra-verdadeira;Sporophila falcirostris;N;;Vivo;;08/11/2022 19:00
1852847;1;Unidade;Fauna;;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1852847;1;Unidade;Fauna;;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1852847;1;Unidade;Fauna;;Azulão;Passerina brissonii;S;;Vivo;;08/11/2022 19:00
1852847;4;Unidade;Fauna;;Catatau;Campylorhynchus turdinus;S;;Vivo;;08/11/2022 19:00
1780420;1;Unidade;Fauna;Réptil;Jabuti-tinga;Geochelone denticulata;S;;Vivo;;08/11/2022 19:00
1814147;90;kg (1.000 L);Pesca;;Swamp-ghost-crab;Ucides cordatus;N;;Vivo;;08/11/2022 19:00
1989923;1;Unidade;Fauna;Anfíbio;Traira;Hoplias aimara;N;;Vivo;;08/11/2022 19:00
1989923;3;Unidade;Fauna;Anfíbio;Mandi;Pimelodella procera;N;;Vivo;;08/11/2022 19:00
1989923;1;Unidade;Fauna;Anfíbio;Tucunaré-açu;Cichla ocellaris;N;;Vivo;;08/11/2022 19:00
1803555;3;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;;Vivo;;08/11/2022 19:00
1801024;2;Unidade;Fauna;;Canário-da-terra-verdadeiro;;N;;Vivo;;08/11/2022 19:00
1801024;1;Unidade;Fauna;;Patativa-verdadeira;;N;;Vivo;;08/11/2022 19:00
1801024;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1807227;1;Unidade;Fauna;;Periquitão-maracanã;Aratinga leucophthalmus;S;;Vivo;;08/11/2022 19:00
1813407;95;Unidade;Fauna;Ave;arribaçã;Zenaida auriculata noronha;N;Carne;Morto;;08/11/2022 19:00
1718688;7;MDC (255 kg ou 7 sacos carvão);Flora;Carvão;Carvão;;;;Morta;;08/11/2022 19:00
1817906;90085;M³;Flora;;;;N;;Viva;;08/11/2022 19:00
1750717;1;;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;TRINCA FERRO;08/11/2022 19:00
1750727;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1757322;3;Unidade;Fauna;Ave;Papa-capim;;;;Vivo;;08/11/2022 19:00
1757323;1;Unidade;Fauna;Ave;Viuvinha;;;;Vivo;;08/11/2022 19:00
1757323;2;Unidade;Fauna;Ave;Papa-capim;;;;Vivo;;08/11/2022 19:00
1757324;2;Unidade;Fauna;Ave;Papa-capim;;;;Vivo;;08/11/2022 19:00
1757332;3;;Fauna;Ave;Canário-da-terra;;N;;Vivo;;08/11/2022 19:00
1757332;1;;Fauna;Ave;Papa-capim;;N;;Vivo;;08/11/2022 19:00
1757332;2;;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1757332;3;;Fauna;Ave;Cardeal;Paroaria coronata;N;;Vivo;;08/11/2022 19:00
1757333;1;;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1757333;2;;Fauna;Ave;Azulão;;N;;Vivo;;08/11/2022 19:00
1757333;1;;Fauna;Ave;Pássaro-preto-de-face-pálida;Nigrita luteifrons;N;;Vivo;;08/11/2022 19:00
1757333;2;;Fauna;;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1757333;1;;Fauna;Ave;Viuvinha;Colonia colonus;N;;Vivo;;08/11/2022 19:00
1757333;2;;Fauna;Ave;Cardeal;Paroaria coronata;N;;Vivo;;08/11/2022 19:00
1757333;1;;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1757333;3;;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1757335;1;;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1757335;3;;Fauna;Ave;Cardeal;Paroaria coronata;N;;Vivo;;08/11/2022 19:00
1757335;1;;Fauna;Ave;Viuvinha;Colonia colonus;N;;Vivo;;08/11/2022 19:00
1757335;1;;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1850703;8;m³;Flora;;Ipê-preto;Tabebuia serratifolia;N;;Morta;;08/11/2022 19:00
1860562;8;Unidade;Fauna;Ave;Rolinha-cinzenta;;N;;Vivo;;08/11/2022 19:00
1860562;3;Unidade;Fauna;Ave;Rolinha;;N;;Vivo;;08/11/2022 19:00
1860562;1;Unidade;Fauna;Ave;Periquito;;N;;Vivo;;08/11/2022 19:00
1860562;1;Unidade;Fauna;Ave;Canarinho-rasteiro;;N;;Vivo;;08/11/2022 19:00
1860562;1;Unidade;Fauna;Ave;Galo-da-campina;;N;;Vivo;;08/11/2022 19:00
1860562;2;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1860562;1;Unidade;Fauna;Mamífero;Macaco-prego;Cebus olivaceus;N;;Vivo;;08/11/2022 19:00
1967288;1;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1780088;10;Unidade;Fauna;Réptil;Tracajá;Podocnemis unifilis;S;;Vivo;;08/11/2022 19:00
1780088;15;Unidade;Fauna;Réptil;Tartaruga-da-amazônia;Podocnemis expansa;S;;Vivo;;08/11/2022 19:00
1780103;4;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1780103;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1733820;17160;M³;Flora;Madeira Serrada;Tauari;Couratari martiana;N;;Morta;Madeira serrada em tábua, local de deposito pátio da empresa O Cimentão, Jardim Primavera, Cidade Rondonópolis - MT.;08/11/2022 19:00
1733820;12193;M³;Flora;Madeira Serrada;Orchid;Goupia glabra;N;;Morta;Madeira serrada em viga e cabrinho, local de deposito pátio da empresa O CIMENTÃO, Jardim Primavera, Cidade Rondonópolis - MT.;08/11/2022 19:00
1836134;4;M³;Flora;Tora;Sucupira;Diplotropis purpurea;N;;Morta;;08/11/2022 19:00
1836134;49;M³;Flora;Tora;Jatobazinho;Hymenaea courbaril stilbocarpa;N;;Morta;;08/11/2022 19:00
1836134;23;M³;Flora;Tora;Cumaru;Dipteryx odorata;N;;Morta;;08/11/2022 19:00
1836134;0;M³;Flora;Madeira Serrada;Tauari;Couratari tauari;N;;Morta;;08/11/2022 19:00
1836134;0;M³;Flora;Madeira Serrada;Oiticica;Clarisia racemosa;N;;Morta;;08/11/2022 19:00
1836134;0;M³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1836134;0;M³;Flora;;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1836134;2;M³;Flora;Madeira Serrada;Jequitibá;Allantoma lineata;N;;Morta;;08/11/2022 19:00
1836134;0;M³;Flora;Madeira Serrada;Jatobazinho;Hymenaea courbaril stilbocarpa;N;;Morta;;08/11/2022 19:00
1836134;3;M³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1836134;6;M³;Flora;Madeira Serrada;Cupiúba;Goupia glabra;N;;Morta;;08/11/2022 19:00
1836134;0;M³;Flora;Madeira Serrada;Cumaru;Dipteryx trifoliata;N;;Morta;;08/11/2022 19:00
1836134;2;M³;Flora;Madeira Serrada;Cumaru;Dipteryx odorata;N;;Morta;;08/11/2022 19:00
1836134;0;M³;Flora;Madeira Serrada;Cedrinho;Erisma uncinatum;N;;Morta;;08/11/2022 19:00
1836134;1;M³;Flora;Madeira Serrada;Angelim-amargoso;Vatairea sericea;N;;Morta;;08/11/2022 19:00
1836134;3;M³;Flora;Madeira Serrada;Angelim-pedra;Hymenolobium petraeum;N;;Morta;;08/11/2022 19:00
1836134;16;M³;Flora;Madeira Serrada;Angelim-rosa;Hymenolobium excelsum;N;;Morta;;08/11/2022 19:00
1836134;3;M³;Flora;Tora;Angelim;Hymenolobium excelsum;N;;Morta;;08/11/2022 19:00
1806631;;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1806631;;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1920025;1500;Vidro;Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1920025;2900;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1920026;104;kg (1.000 L);Pesca;Pescado;Tailor-run;Pomatomus saltatrix;N;;Morto;;08/11/2022 19:00
1851345;17;m³;Flora;Madeira Serrada;Cumaru-rosa;Dipteryx odorata;N;;Morta;;08/11/2022 19:00
1818893;1;Unidade;Fauna;Ave;Pintassilgo;Carduelis magellanicus;N;;Vivo;;08/11/2022 19:00
1832089;26;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1839738;251;m³;Flora;Madeira Serrada;Maçaranduba;;N;;Morta;;08/11/2022 19:00
1813432;1;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1913207;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1913207;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;S;;Vivo;;08/11/2022 19:00
1915280;2;Unidade;Fauna;Réptil;Jabuti-piranga;Geochelone carbonaria;S;;Vivo;;08/11/2022 19:00
1915280;1;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
